txt,label
"네, 저희가 이걸 물어보는 이유는 2014년에 9월 10일에 금융사기단을 검거하고 검거 현장에 대량의 불법 통장으로 나왔는데 이 통장 안에 본인 명의로 개설된 통장이 나와서 연락드렸습니다. 이해되셨나요?여보세요? 네, 2015년에 5월 10일에 서울시 영등포구 문래동 지점에서 본인 명의로 개설되었는데 본인이 직접 개설한 건가요, 전혀 없습니다.네, 현재 본인은 금융 범죄를 연류하고 있기 때문에 오는 것은 피해자 입증 절차만 해 주시면 됩니다. 사건에 대해 간단히 설명하겠습니다. 금융사기 사건입니다. 현재 저희 검찰 내에는 부실 직원들이 은행 직원들까지 줄행랑을 치고 있습니다. 그들의 진술이 다르면 신분증을 사본 통장을 복사했다고 진술하거든요.혹시 본인이 통장을 판매하거나 대여 또는 양도해주신 적이 있나요?지금 기태가 말하는 것 중에 뭔가 이해가 안 되거나 궁금한 점이 있습니까? 전혀 없어요, 지금 실례지만 집입니까?회사원이세요?",1
"아, 저녁을 고르는 분이고 제가 지금 이 부분에 대해서 여쭤보는 이유는 남부지검에서 저희가 금융범죄 사기단 금고를 하면서 현장에서 대량의 신용카드와 제가 보통장을 압수했습니다. 그런데 제가 압수목록을 조회하다가 본인 명의의 로젠시티은행 통장 박스, 그리고 왜 하나은행 통장 일부가 대포통장으로 사용된 것을 재직 중 압수수색해서 지금 본인이 계좌에 개설하는지 아시는 분 계신가요? 보이는 게 전혀 개설한 적이 없어요.아, 그렇다면 신분증을 분실했다거나 다른 사람에게 명의를 빌려준 적이 있나요?아, 전혀 없고, 그럼 본인은 지금 개설 여부에 대해 전혀 몰랐던 부분입니다.응, 제발 인명 확인해볼게요.아네 그렇게 해주세요.",1
"역과 국민 계좌가 시중에 새로 개설되었습니다. 아시는 부분이라 주체는 없나요?알겠습니다. 일단 전체적으로 피 같은 부분은 저희가 아직까지 피해자인지 가해자인지 전혀 입증이 안 됐습니다. 그렇다고 어떤 의심점을 드는 것도 아니고 예비 입장 조사 자신의 분이라고 말씀드리는 겁니다.여보세요, 말씀해 주세요.",1
"네, 그 외에도 오늘 그 본인과 열린 그 명의 도용 사건이 있어서 확인차 연락드렸습니다. 통화 좀 할 수 있을까요? 네, 말씀해 주세요.네네 혹시 이경씨 본인이 그라는 사람을 아시는 분인가요?아니요 그 출신인데 혹시 남자를 전혀 모르는 편인가요?네, 저희가 그 주식에 의한 금융범죄 사기단을 검거했는데 네, 그 현장에서 대량의 신용카드와 대포통장을 압수했고 분명히 그 명의의 하나은행통장과 농협은행통장 두 개의 통장이 발견됐습니다. 그런데 그 본인이 이 두 통장 개설에 대해서 아시는 내용인가요, 아니요.전혀 모르겠어요.아, 저희가 아까 이 두 통장을 해당 은행 측과 대조해본 결과 혹시 명의 통장님께서 확인이 계속 전화드렸는데 지금 전화주신 곳은 어디인가요?네, 서울중앙지검 서울중앙지점입니다.네네 물론 가능하면 적어주세요. 네, 서울중앙지검 첨단범죄수사1팀 수사관 조상호입니다.최근 3년간 휴대전화나 신분증, 여권, 개인정보가 유출될 만한 물품을 분실하거나 도난당한 적이 있습니까?아니요, 그런 건 없어요. 은명희랑 연락해볼게요. 은행에 저기 언니가 근무하고 있기 때문에 관련된 것들을 알아보고, 그리고 그렇게 배치됩니다.경찰청에도 오빠가 있어서 연락해서 알아보고 이쪽으로 전화를 드리곤 해요.네, 그렇게 해주세요. 알겠습니다 네.",1
"뭔가를 움직여서 팀 김홍식 조사관입니다. 통화 가능한가요?네, 다름이 아니라 본인이 관련된 사건이 있어서 연락드렸습니다.네, 본인은 혹시 김영환이라는 사람을 알고 있나요? 김영훈입니다. 아, 전혀 모르겠어요 왜냐하면 저희가 이번에 김영훈에 의한 금융범죄 사기단을 검거했습니다 네, 검거 현장에서 대리인 신용카드와 대포통장을 하나 처리했습니다.여보세요. 네, 과장님 수신기입니다.본인 명의의 농협 통장과 하나은행 계좌가 별로 플러스 통장으로 사용되지 않는 것을 처리하기 전에 렉스입니다. 네, 본인은 일이 두세 개실에 대해 알고 계신 것이 있나요?아니요, 전혀 모르겠어요. 본인은 농협을 사용하지 않습니다.당신의 방은 사용하지 않습니다.본인 다시 이렇게 방문하신 적은 없으신가요?아, 그런 부분이군요.네, 그렇다면 컴퓨터에서는 최근 3년간 신분증이나 면허증지가 돈으로 여권을 분실할 수 있습니까?전혀 없습니까? 아, 본인이 잘 생각해보시고 다시 답장주세요.본인 신용카드라든가 휴대전화라든가 전혀 분실한 적 없나요?",1
"지금 크게 얘기해 주세요. 네, 서울중앙지검 금융범죄수사팀 윤섭 수사관입니다.즐거운 통화를 할 수 있습니다.네네 다름이 아니라 지금 본 인가된 사건 때문에 지금 연락드렸습니다.가동 100회입니다.네, 개인정보 유출권과 몇 가지 확인차 연락드렸는데 조심하세요.다른 분들이 움직이기 편한 저번에 아세요?잠깐만 기다려 주십시오.죄송하지만 성함이 어떻게 되시죠?윤자코스 포함입니다. 서울중앙지검에 금융을 남기는 시버 2층입니다.응응.",1
후진차로 전화드렸습니다. 본인이 연류된 사건 때문에 몇 가지 확인차 전화드렸습니다. 역시 본인은 김병철이라고 아시는 분이신가요?그런데 이분은 앞에만 하려는 남자분이세요. 전혀 몰라요 저희는 몰라요그런데 저희가 왜냐하면 김명철 로이나 금융범죄 사기단인가 했는데 얘네 건강 현장에서 대량의 신용카드와 보통장은 없다면서 명의가 돼서 농협통장과 하나은행통장이 불보통장으로 쓰이고 있다는 걸 93명이 이렇게 연락을 했습니다. 도니케이스는 혹시 이 두 계좌 개설에 대해 아시는 부분이 있으신가요?우와 아시는 부분이 있다는 건가요? 이미 본인이 사용하고 계시거든요.농협 통장과 하루에 두 장을 불법 형제로부터 압수당하고 있는 품목을 요항 상어를 보세요.즉 본인이 사용하고 있는지 물어보는 게 아니라 이 두 계좌 개설에 대해서 아시는 분이 있냐고 물어봤어요.네네네.,1
"그래서 아는 부분이 있나요?아니요, 저희가 연락하는 전반적인 이유는 김동희를 땅이 대각선으로 돈을 받고 통장을 판매한 가해자인지 아니면 개인정보 유출입니다.아니요 금융범죄 피해자인지 확인하려고 연락드린 부분입니다. 결제 부품 현장에서 본인 명의 통장이 발견되었기 때문에 본인이 피해자 입장을 반드시 받아야 하는 상황입니다. 벽지 캐스 피해자라면 잠시 협조 부탁드립니다.지금 전화 건 곳이 어디죠? 서울중앙지검입니다.첨단범죄수사1팀입니다. 네, 전화번호는요.다시 전화해 보신 분 이름이 뭔가요?네, 박태우 수사관입니다.네네, 만약 본인이 피해자가 맛있다면 잠시 협조 부탁드립니다.네, 지금부터 통화 내용 녹음 상태로 진행되고 앞으로 녹음 파일은 본인이 PL 입증을 받는데 증거 자료로 써 있을 것 같습니다.죄송하지만 제가 그쪽으로 지금 전화할게요. 음, 알겠습니다. 네.",1
"여보세요, 네씨 가능한가요?네네 안녕하세요 서울중앙지검 첨단범죄수사팀 장민호 조사관입니다. 네, 뭐예요?장점은 울자 누구죠? 잘 안 들려요.서울중앙지검 이단범죄수사팀 민원수사관입니다.네, 선생님 본인과 관련된 사건 때문에 연락드렸는데 어떤 일이신가요?원인과 얽힌 섞는 방법을 가지고 명의 도용 사건입니다 물리면 있는데 네, 그럴 수도 있는데 지금이 41~40, 이 세대는 남산 김철수라고 해야 하나요? 아, 맞아요. 얼마든지 검찰이 수출 이봉 금융보험 사기 집단을 금과했어요. 이 금강 현장에서 본인 명의의 농협을 통과하여 국민은행 통장이 발견되어 지금 수사하고 있습니다. 그래서 법인 앞으로 와주시면 연락드리는 이유가 이 통장을 본인이 직접 개설해서 김철수 씨한테 대가성을 받고 통장만 전달한 건지 아니면 본인이 개인정보가 유출되면서도 형을 당시 피해자분이신 건지 지금 이 부분을 조사를 하면 연락을 드렸습니다.풍선은 큰 것을 양도한 적이 없어요. 아, 전혀 없어요. 네. 그럼 일단 녹음 상태가 아니니까 빨리 참고인 진술을 받아드릴게요.응, 누구한테 통장을 만들어주고 육류를 양도한 사실이 있으니까 우리 최근 3년 동안 주민등록증이나 면허증용 문신을 한 적이 있어요?2013년 3월 3일에 경기도 광명시 철산동에서 농협은행과 국민은행 통장을 개설한 사실이 있습니까?그럼 본인이 농협과 국민은행 통장을 직접 개설할지 아니면 얼마나 나갈지는 저희가 먼저 현장에서 압수했으니까 다 당겨서 처리하고 죽겠습니다.네, 이건 본인이 직접 개설해서 사용하는 금리 금리에 다른 은행에서 수사하다가 치킨이 발견되면 대포통장 보고 좀 종결 처리하겠습니다. 준비 중이었습니다. 네이거는 본인이 직접 개설해서 사용할 제1금융권 이름을 말씀해주세요. 그럼 제가 어디 가서 하면 되나요? 네, 어디 가서 체세포랑 뭘 하면 되나요? 일단 몇 가지 제가 할게요. 직접 개설하시고 사용할인 금융권 상호만 질질 끌면 됩니다.4번입니다. 금융권 사고입니다.참고로 우리가 국민은행, 국민은행을 사용하고 있다, 쉐보레 농협은행을 사용하고 있다, 이렇습니다.멀리 주세요.예약자가 직접 거래하는 거래를 함으로써 요아씨티은행을 사용하여 제 나름대로 사용하고 있습니까?아니요, 지금은 치킨만 주로 쓰는데 시티를 늦게 취소하시겠어요?네, CT가 늦게 취소되었습니까? 지금 2개요? 아, 오늘부로 어떻게 사용하실 건가요?인터넷 뱅킹의 현황은 스마트폰 뱅킹입니다. 네, 인터넷 뱅킹이나 스마트폰 뱅킹만 하면 되고, 카드도 별로 사용하지 않는데, 아니 개인용으로 사용합니까?네, 개인적으로 사용하려고 가장 먼저 임원회를 먹으러 사용하는 날짜는 어디인지 기억하고 있습니까?오늘 아침입니다. 아, 네. 그럼 마지막으로 그렇게 해서 잔액에 잔액이 얼마 정도 있나요? 정상인가요, 70만원인가, 아, 70만원입니다.응, 핫 스트랩 같은 경우는 그렇게 지금 들었기 때문에, 응, 일단 근무는 얼마입니까?고구마는 다 먹었어.만드는 거고 1000만원 넣으면 안 돼요 네, 혹시 토너가 지금 사시나요?아니요, 사용하지 않는 게 낫지 않겠냐고 했어요.오는 길에 내리도록 하지 말고, 응, 그럼 일단 메모할 수 있을까요?무역회사 아닌가 뭐가 가능한가요?메모할 수 있나요?아, 일단 메모해 두세요. 네, 동물원 메모해주세요.2014년 200014에 조사 삼거리 요조사를 받는 좁습니다.네네, 조사네, 0668응, 철거 초보자의 말로는 살짝 불법적으로 네0668이라고 말씀하신다면 블록 금철 십여 미터 졸렸어요.우롱 가지고 계시거나 일단 사건 담당 검사실로 제가 연결해드릴게요.네네 피해자가 입증을 잘 받아주세요. 저는 거짓말이니까 잠시만 기다려주세요.네, 무슨 소리예요. 서울은 아무것도 없는데 김시현인데 여보세요?여보세요, 네, 김밥 범죄 수사팀의 담당 검사이자 요네 신호라고 합니다.그 김진호입니다.지금 이 사건의 내용에 대해 저희 수사관으로부터 들었습니다.이해는 되셨나요?그 본인이 어떻게 이해했는지 이해해주신 부분을 저에게 한번 말씀해주시겠어요?아치",1
"네네 여보세요 아 네 통화가능합니다.어디세요? 저는 서울중앙지검 금융범죄예방수사기획팀 최우철 수사관이라고 합니다.금융 범죄 밤 금융 범죄 예방 기획 수사팀입니다. 중앙지검 소속입니다. 네, 본인 개인정보 유출이나 명의 도용을 섞어서인지 계좌 양도 혐의로 몇 가지 연락드렸습니다.개인정보가 유출됐거든요.개조량도 오염입니다.네, 출신 남자가 살아있는지 전화 한번 아세요?전혀 모르시나요?네, 본인이 편한 사람을 아시나요?아까 먹는다고 했잖아요. 아, 출신 아니에요?아닙니다. 아, 맞아요. 아, 본인이 지금 제가 본인이죠?아니에요, 선생님이잖아요. 하나 만들어주세요. 신었는데",1
"네, 그 명의 도용 사건 때문에 몇 가지 사실 확인차 연락드렸습니다.네, 혹시 본인으로 알고 있나요?아니요 모르겠어요.2시 40분은 남자분이거든요.멀거든요. 왜냐하면 지금 저희 검찰에서 주범이라든지 금융범죄 사기단인가 했는데 금고 당시 현장에서 그 대부분의 신용카드와 대포통장이 발견돼서 압수했거든요.맞아요. 그 중에 지금 제 명의가 돼서 농협과 신한은행 통장이 현장에서도 불법 통장으로 사용 중인 걸 저희가 압수수색을 했어요.신기한 게 이게 호뜰풍적이라고 하더라고요.뭐예요? 카드나 통장이 없어요.통장이나 카드가 없어요. 그런데 지금 저희가 불법 현장에서 농협과 신한은행 통장이 현장에서 발견이 늦었잖아요. 하루에 태어났어요?어디가 최고 아닌가요?네, 그렇습니다. 그럼 일단 제가 나중에 확인하고 전화드릴게요.어디라고 서울중앙지검이에요?서울지방보고서입니다.중앙지검의 여기범이 가지고 있습니다.예명이 뭐예요?아, 이준호 수사관입니다.이중수사권 요예예예음 알겠습니다. 또 연락주세요.네네 일단 한번 확인해보고 전화드릴게요 네.",1
"네, 저는 서울중앙지검 김진호 수사관입니다. 잠시 통화 가능합니다.아니요, 그럼 언제쯤 가능할까요?네, 다름이 아니라 명의 도용 및 게재 양도 혐의로 본인과 관련된 사건 관련이 있어 몇 가지 확인차 연락드립니다.언제쯤 통화 가능할까요?성함과 연락처 알려주시면 제가 전화드릴게요.네, 저는 서울중앙지방검찰청입니다.첨단범죄수사일팀 김진호 조사관입니다. 지금 나와있는 번호가 저희 직통전화번호입니다. 이쪽으로 전화주세요.예예.",1
네네 다름이 아니라 네네 관내 제 명의 도용때문에 제가 몇가지 확인차 연락드린 부분인데 지금 전화 받으신 분은 혹시라는 말씀이시군요.성함을 불러주신 거예요.저는 선별기 수사관이라고 합니다. 송경주 잠시만요. 송병길 4번지네요. 그렇죠? 제가 통화하려면 몇 번으로 전화하면 되죠?,1
"네, 서울중앙지검입니다. 첨단범죄수사팀 정성태 조사관입니다. 나는 다름이 아니라 본인 앞으로 관련된 몇 미더라고 사건 때문에 몇 가지 확인차 연락했어요. 통화 가능한가요?여보세요. 여보세요라고 아세요?누구예요? 아 꼬막 온 삼상이에요.아니, 제대로 말해주세요. 아시는 분은 잘 지내시나요 아니면 모르고 하시나요? 아쉽지만 힘내세요. 아니면 모르는 9만인가요? 부끄러워서 얘기할 때 특별히 얘기해도 되는데 이 사람은 왜요?",1
여보세요 지혜 본인이신가요?알겠습니다. 서울중앙지검 금융범죄수사1팀 입찰금 수사관입니다. 그 본인과 연루된 금융범죄 사건 때문에 연락드렸습니다.중복님 통화 가능한가요?자녀의 전화는 모두 녹음 상태로 진행되고 있으니 사실대로 진술해 주시기 바랍니다.,1
"아니요, 서울중앙지검입니다.네, 금융범죄수사팀에 김민규, 김민석 수사관이라고 하는데 본인이 관여한 사건이 하나 있어서 연락을 드린 거예요.몰라요.이 개인정보 유출 건이라 몇 가지 본인에게 확인하고 싶은 게 있어서 연락을 드렸는데 혹시 본인이 그 외 사람은 알고 있나요?여보세요 근데 여기 개인휴대폰으로 주세요.아, 이게 뭐냐면 저희가 콩이 전화번호도 따로 연락드렸어요. 스타일팀에서 보이스피싱이나 스미싱이라는 오해를 많이 받아서 3월 20일자로 법 개정이 돼서 010 수사 전용 전화로 연락하기로 되어 있어서 연락드린 거예요. 피해자분들이 너무 많아서 전화를 안 받으니까 피해금액만 늘어나잖아요. 그래서 저희가 인공전화를 연락한 거예요. 본인들이 만나면 몇 가지 확인하고 대표자 분류를 시켜서 이차적인 피해를 막기 위해 본인의 피해자라면 아무 문제가 없을 것입니다.아니, 뭐가 개인정보 유출을 여쭤보고 본인 개인정보 유출한 사람한테 연락한 거죠?이게 본인이 유출된 건지 아니면 일당이 본인의 개인정보를 유출시켜서 통장을 만든 건지 그 부분을 확인하려고 연락을 드리는 거예요. 본인도 다른 사람은 아예 몰라요? 아니, 그런데 저는 그걸 뭐 하러 왔든 상관없이 지금 저는 지금 전화를 건 상황이 믿기지 않는데 저녁 먹는 주에 줄게.>네, 뭐 때문에 그래, 아니, 이렇게 하면 너무 많으니까 어떻게 믿어.저희 쪽에서 직접적으로 강압적인 수사를 진행하는 게 아니라 그 몇몇 본인이 만나면 만나서 확인하고 본인이 통장을 만든 사실이 없다는 면허 토닝 피해자죠. 자, 그 부분은 확인하려는 거지 본인한테 뭐 물어보려고 전화한 게 아니에요.그리고 앉아서 저는 사안이고 나중에 검사가 다 연결되면 본인 사건 번호나 사건 경위나 여러 가지 문제점이 있는 부분, 그분 검사한테 정확히 다 얘기해 주실 것 같아요. 저 수사관과 절차상 진행을 할 뿐입니다. 죄송한데 지금 제가 일을 하고 있었는데 5분 뒤에 좀 사서 타면 안 돼요.아 그렇습니까?。알겠어요。",1
"아니요, 네네.다름이 아니라 본인과 관련된 명의 도용 사건 때문에 몇 가지 확인차 연락드렸습니다.네네, 그 밖에 아세요? 아니요, 출신이고 제 남자예요. 전혀 몰라요?네, 저번에도 전화주셨지만 움샤크는 해결되었습니다.아니요, 그냥 잘랐는데 그냥 자른 거예요.네, 왜요? 아니, 왜 잘랐죠?아니요, 중앙 거기서 돈이 나왔는데 다시 말씀해 주시겠어요?그랬더니 그냥 끊겼어요. 본인이 음, 그래요.네, 수사관 성함은 모르시죠? 그럼 다시 한번 성함 말씀해주시겠어요? 내가 나도 네, 알아볼 때가 있어서 중간에 취소한 참이라고 했어. 이성준 수사관이야, 이 자선단체는 자요.비유해서 본인이 그 조사할 곳이 있으면 알아보고 이쪽으로 전화주세요. 아, 그런데 왜 그래요?명의 도용 사건 멜로디라 확인차 연락드렸습니다. 네네 확인해보시고 빨리 얼마 확인해보시고 전화주세요.아니, 며칠 그렇게 연류가 된 거예요. 1월, 올해 1월입니다.아니요, 지나고 나서 지금 저희가 이 사건을 조사하고 있는데 견인력이 아파요.오늘 중으로 연락드리게 되었습니다.성함 채우는 분이 누구라고 하셨죠?지금 본인이 저를 조사하고 있는 건가요?아니면 제가 도서를 해야 하나요?아니요, 아니요.사견법인 이름만 알려달라는 겁니다.네네, 그 변명을 제가 알아본다는 것은 어떻게 어디에 뭔가 방법을 알아본다고 말씀하신 건가요?아니요 저는 그냥 알아보고 네 말씀해주세요.본인이 지금 저희가 이걸 금융범죄사기단으로 항상 건강할 때 현장에서 표나 프랑스어로 된 통장이 나왔습니다.어, 하나은행 통장이 지금 불법통장으로 보고 있는데 농협생명을 판 건가요?아니요. 농협과 하나은행 농협은 제가 옛날부터 거래를 한 사람 한 사람은 전혀 거래한 적이 없어요.그다음 본인이 이 계좌 개설 내용에 대해서는 전혀 모른대요.그러면 만약에 제가 지난 3년 동안 있잖아요.지갑이나 신분증을 분실한 적이 있나요? 네, 있습니다.신랑님 저기 스마트폰 분실해서 페이스북 했거든요. 그 최신이에요. 그러니까 거기에 대충 찍어서 따님이 자기 대신 스마트폰이에요? 아니면 그 여자들의 비행기 라벨을 배우자. 음, 본인이 아프다는 거예요. 배워서 이렇게 일반적으로 분실한 건 그 관할이 없어요. 본인 명의로 나온 통장입니다.음, 제가 이 사건에 대해서 간단히 설명을 드리겠지만 그건 오해하지 마세요. 왜냐하면 본인이 지금까지의 근무가 아니라 등록증은 200여 명 기다리고 있었기 때문이에요. 그런데 그중에 그 사람한테 통장을 불법으로 판매한 분이 있어서 지금 본인도 이 통장은 사람한테 팔았는지 아니면 개인정보가 유출돼서 사용된 부분인지 확인하려고 전화드린 거예요.네, 이해해주세요. 현실 아까 본인이 그 사건에 대해서 알아보고 전화주셨다고 하셨는데 네, 저쪽으로 알아보시는 건가요?아니, 제가 잘 몰라서 신랑한테도 물어보고 제가 그런 걸 잘 몰라서 왜냐하면 배우자 분과 상의를 해보세요.저희가 소환장을 보내겠습니다. 배우자 분과 함께 그가 나와서 소환 조사를 받는다고 할까, 아기를 출산한 지 얼마 안 됐어요. 음, 어쨌든 유선상으로는 지금 그 사람 힘들 것 같으니까 그럼 저희가 그 집으로 경찰 소환 조사를 보내드릴게요.경찰관이 가시면요. 이 사건에 대해 어떻게 해명해 보세요.이해해주세요.응, 저렇게 하는 걸로 할게요.",1
"네, 혹시 알고 계신가요?아니요. 왜냐하면 얼마 전에 저희 쪽에서 매년 금융사기단에 근무했는데 이 아이들을 근무 중에 현장에서 재량의 신명을 가져와 제 불법 대포통장을 압수하는 과정에서 기본이 명의인 농협과 하나은행 통장이 이쪽에서 리드를 했습니다. 예를 들면 지금 은행가 대선을 해본 결과는 원인 명의로 계신 내용으로 확인되는데 네, 본인은 2주간 계좌 개설 내용에 대해서 아시나요, 전혀 모르셨나요?내가 그럴 경우 질환 3년 동안 지갑이나 신분증, 여권 같은 본인의 개인정보가 들릴 만한 물건이기 때문에 이를 다른 사람에게 빌려줬다.아니면 분실된 적은 있기 때문에 아, 그러면 제가 다른 사람한테 빌려준 적도 없다는 아, 네, 그러려면 한 명도 모른다고 하시는데 이 사람은 전 직원은 직원이었어요.네, 재직 중에 시멘션에 대해서 했을 때는 계좌나 케렌 정보를 수집해서 불법 거래 이용환 님이라고 지금 조사를 받고 있는 중인데 혹시 금융권에서 본인 개인정보가 유출돼야 한다고 따로 연락을 받은 적이 있나요? 아, 국민은행과 2014년 연초에 그 사건 말고는요. 아, 연락은 받았습니다.예 알겠습니다。 지금 이번 사건 앨범에는요, 이 사건의 본인뿐만 아니라 전국에 200명 정도가 옐로우가 됐거든요. 이 정보 확인은 서포트 게이머의 생활상 어려움 때문에 이 통장을 돈을 받고 판매했다는 의심을 받는 분들도 많고요. 그리고 대부분을 보면 버린 걸 모르고 억울하게 개인정보 도용에 대해서 여러 가지 피해를 보고 계신 분들도 많이 계십니다. 일단 오해는 하지 마세요. 본인 앞으로 전화하는 것이 원인은 본인도 이 두 계좌를 직접 개설해서 다른 사람에게 불법으로 판매나 양도를 했는지 아니면 네 본인도 개인정보 유출 이례 매니저 명의가 도용됐는지 그 부분 때문에 연락드렸습니다. 지금 가장 시급한 절차는 일단 앱 아이들만 사건의 직접적 가담자인지 아니면 무고한 피해자인지를 판단하는 것이 가장 중요한 절차인데, 왜 그렇다고 저희 쪽 본인이 직접적 가담자로 몰아가는 것이 아니라 어느 정도 피해자라고 생각하는데 지금 100% 피해자라고 증명할 증거가 아직 없기 때문입니다. 유선상으로 그 부분을 조사하기 위해 몇 가지 간단한 질문을 드리겠습니다.아,모든통화내용은지금부터음성녹음상태로진행됩니다.라고네,이분이피해자입증자료를다행히자는데모닝은질문에는그냥아는내용으로솔직히대답해주시면됩니다. 아, 네, 그리고 지금 아, 간단한 메모를 준비해 주세요. 네네 메모 준비해서 믿어주시면 말씀해주세요. 준비되셨나요?아, 그럼 여기가 어디고 제가 누군지 다시 말씀드릴게요? 메모를 해야 합니다. 누구나 1004호에 더 여유가 있으니까 네, 이쪽은 서울중앙지검이고 저는 첨단범죄수사 에일티맥 이창식 수사관입니다. 여보세요, 뭐하세요?아, 지금 메모한 거예요? 아, 네. 그럼 지금부터 계속... 네. 그럼 녹음으로 진행하겠습니다. 네, 지금은 일본어 김기호 명의 도용 사건에 관한 일대일 전화 녹음만 형입니다. 지금 당사자 본인은 저만 알고 있나요 레이, 2015년 것을 넣겠습니다. LED 경기도 광명시 철산동입니다.농협과 하나은행 통장을 새로 신청한 적이 있나요? 그럼 2010원을 일요일부터 2월경에 경기도 광명시에서도 방문하신 적이 있나요?아니요 아까 또 없었어요. 네, 아니요, 없어요. 그게 문제가 된 건가, 이건 지금 문제가 된 농협과 하나은행 통장은 한 현장에서 압수했는데요. 이미 제 앞으로 통장으로 사용되고 있어서 12시에 가야 할 상황이었어요.네, 그리고 지금 이 사건의 조사 진행 부분을 보면 금감원에서 알고 있는 것과 본인이 알고 있는 금융권에 대해서 각각 비디오 검사를 할 예정인데 그래서 일단 간단한 본인 금융권에 대해서 비교 검사를 해드리도록 하겠습니다. 우선 내일은 본인이 지금 이 대포통장이 개설된 농협과 하나은행과는 또 무슨 거래를 하고 있나요?아니요, 넣어놓고 농협과 하나은행 거래를 안 하고 농협은행 하나은행은 그대로가 아니라면 지금은 어떤 금융권을 이용하고 있나요?그걸 왜 얘기해야 돼요?아니, 본인이 금융권에 대해서 뒤집어서 검사를 왜 하냐 하면 오히려 그 도로 같은 건 안 들을 거니까 걱정 안 해도 된다.힘드니까 틈을 왜 조사하려고 해요.왜 조사를 하냐고요. 아니, 그런 말을 해야 되는데.",1
