,txt
17,"꿀.따라서 몇 가지 필요가 있다면 잠시 동안 필요합니다.그 시점에서 그것은 약 5000입니다.예, 한동안 말할 수 있습니다.어쨌든 우리는 대출을해야하기 때문에 문서를 작성해야합니다.그래서 지금 나는 당신에게 미리 묻습니다.나는 지금 처음입니다, 그것은 당신의 첫 번째입니다. 그것은 나를 자동차 번호라고 부르는 첫 번째입니다.그게 다야, 대출을받는 것은 쉽지 않습니다.말하고 싶지 않다면 지금 당장 말할 필요가 없습니다.예, 예, 예, 월 소득이있는 시간을 말해 주어야합니까?350입니까?당신은 18 년 동안 일해 왔습니다.은행 계좌로 급여를 받습니까?이전이 아닙니다.나는 그것을 조금하지 않는다.죄송합니다.잠시 죄송합니다.이것은 지금 고객과 상담 할 때입니다.당신이 지금 차를 물을 때 기분이 좋지 않으면 죄송합니다.나는 그것이 처음인지 모르겠다.나는 가이드를 줄 것이다.그것은 큰 문제가 아닙니다.지금 당장 건강 보험료를 주지만 세 개만 원합니다.내가 당신을 안내하겠습니다, 당신은 그것을 보낼 수 있습니까?고객에게 전화를 보내주십시오."
19,"안녕하세요, 저는 Kim Jo -Hyun, Kim Ji -Hyun 부국장 및 John의 상담을 도왔습니다.나는 아직도 그렇게하고있다.프로모션 기간이기 때문에 나는 당신과 연락을 취하고 있습니다.축적.생년월일은 어떻습니까?예, 2 월 27 일과 1985 년.예, 휴대폰의 이름은 2 월 27 일과 1985 년 2 월 27 일과 1985 년입니다.이전 전쟁은 시간이 아니며 지금 확인할 수 없습니다.나는 중소 규모의 비즈니스 대출이나 사업주가 많지 않지만 비즈니스는 아닙니다.나는 지금 사업을 시작하고 있습니다.예, 일하러갑니다.회사입니다.그것은 제조 산업입니다.그것은 제조 산업이었고 당신이 일한 기간이었습니다.18 년.월 평균 월급은 특정 달을 취득했습니다.적은 없습니다.나는 카드를 사용합니다.신용 카드를 사용하지 않았습니다.나는 그렇게하지 않았다고 말했다.이 모델은 이제 Avanteno 이후 몇 년이 지났으므로 카드가 없으므로 카드 대출 현금 서비스가 없습니다.그 후, 나는 연기되지 않았다.제한과 금리를 계산하자마자 연락 드리겠습니다.현재 한도는 최대 4500입니다.이자율은 약 8.9 %입니다.당신은 갈 것이라고 말했습니다.그런 다음 신분증 사진과 신분증을 교과서로 넣을 수 있습니다.예, 당신은 일할 것입니다.건강 보험 회사에 전화하면 쉽게 보낼 수 있으므로 문서 양식을 보내드립니다."
20,"예, 예, 그렇습니다. 당신은 고객입니까?당신이 고객이라면?당신이 빌어 먹을 부끄러운 일을 쳤더라도 그라를 때릴 수 있습니다.나는 당신의 아기가 당신의 아기가 아니기 때문에 당신의 목소리 낚시에 대해 이야기하지 않습니다. 그것은 당신의 사랑이 아닙니다.여 보 보 애비 애비 라 하 래 래 래 끼야끼야 보 요 요 요 요 에 에 케 야 야 야 야 야 끼야 끼야 끼야 끼야 보 보 보 개새 개새 개새 할거 할거 할거 야 야 야 개새 개새 개새 개새 개새 개새 개새 개새 개새 개새 개새 개새 개새 개새 개새 개새 개새 개새 개새 개새 래 래 래 끼야 끼야 엄 엄 빠 빠 빠 테 테 테 테 테 ABI -BI에서 무엇을하고 있습니까?나는 직원이고, 그것은 목소리가 아닙니다"
21,"안녕하세요, 당신은 고객 비고이 업 금융입니다.당신은 그것을 살 수 있습니다.예, 당신의 월급은 얼마입니까?고객 연도 SAL은 4000입니다.4000은 4000입니다.대출이 있습니까?대출 대출 대출.대출이 없습니다.아니요, 그렇습니다.지금 얼마나 필요합니까?얼마나 걸립니까?문제가없고, 연체가 없거나, 그런 것이 없습니다.그것을 사용하십시오.오랜만이야.예, 당신은 13 년 동안 일해 왔습니다.예, 예, 잠시 동안.나는 소녀에게 왔지만 현재 대출은 없습니다.예, 당신은 당신의 신용에 문제가있을 수 있습니다.개인 재활 및 신용 회복과 같은 것이 있습니다.현재의.대출 외에는 아무것도 없습니다.신용에는 아무런 문제가 없습니다.예, 신용 카드를 사용합니다.신용 카드가 없습니다.최대 한도를 살펴보면 한도는 3200이며 다음 부분이 결합되며 기간이 계획됩니다.이 작업을 수행하고 있다면 회사 또는 개인입니다.회사와 회사입니다.한도를 먼저 알 수 있습니까?나는 지금 결혼했다.넌 결혼하지 않았다.내가 결혼하고 있지 않다.내가 결혼하고 있지 않다.가족이 있다면 더 유리합니다.가족.왜 그런가요?이것을 물어 보는 것이 잘못된 이유는 무엇입니까?아니, 난 그냥 나에게 묻는다.그래서 저는 금융 이력 심사 부서에서 결혼하거나 미혼입니다.진행되지 않습니다."
22,"예, 저는 Kim Jongman의 고객입니다.다른 조건이 없기 때문에 다른 조건은 없습니다.다른 조건이 없기 때문에 다른 조건은 없습니다.그 당시 저는 15 년 동안 15 년 동안 일했습니다.예, 예, 85 -Year -ELD Kim Jongman이 맞습니다.대부는 없습니다.낮은 카운슬러 Jung Mi -Sun이었습니다.결석하지 마십시오.나는 당신에게 연락했습니다.""좋아요. 당신은 그것을 보거나 생계로 필요로합니다. 당신은 하나님이 무엇인지 물어볼 수 있습니까, 나는 살아있는 기금과 살아있는 기금을 요청할 수 있습니다. 그렇습니다. 그렇습니다.이 회사는 기업 회사입니다. 그렇습니다. 당신은 기업 회사입니다. 당신은 15 년 동안 일해 왔습니다. 약 4000 개의 급여 또는 4200 명이거나 급여는 3700 명이지만, 실수는 연간 약 4,200 만 명입니다. 예, 회사의 이름으로옵니다. 신용 카드를 사용합니다. 나는 그것을 사용하지 않았다고 말했다. 실제 보험과 마찬가지로, 그것은 대출이다. 왜 당신은 그것을합니까? 매달이 보험이 필요합니까? 안정적인 지불이 있다면 나오는 제품이 있다면, 제품이 있습니다. 나오지 않습니다. 아무것도없고, 보험으로 할 수있는 제품이 있습니다. 어쩌면 미리 알려주세요. 당신은 당신에게 말할 필요가 없습니다. 예, 자신의 주택 기술은 어떻게됩니까? 예, 자기 - 자기 - 빌라 오물이 닥쳤을 때 존경 하는가? 어떻게됩니까? 왜 차량 번호를 요구합니까? 자동차가 있다면, 당신의 재산, 당신의 재산은 당신의 재산이지만, 나는 당신에게 묻습니다. 더 가까운 고객입니다. 요구, 그것은입니다. 말하기는 어렵지만 고객을위한 대출이 있습니다."
23,"회원의 날은 주가 정보를 신청 한 블로거 경제입니다.예, 차이가 없습니다.다른 점이 없다.오늘은 보통 조금 팔지만 두 가지 권장 사항 만 있습니다.나는 나를 팔아서 끝까지 먹을 수 없었지만 끝까지 먹을 수 없었지만 장점에 합류하여 14 %로 나왔습니다.외출과 이익은 매우 좋습니다."
24,"예, 저는 비 배정 금융입니다.당신은 사무실 직원입니다.사무실에 얼마나 오래 있었습니까?저는 12 살입니다.저는 12 살입니다.오랜 시간이 지났습니다.예, 저는 Seo Mi -Kyung 대표입니다.아니요, 대출이 없습니다.고객의 이름으로 사람이 있습니까?최대 2000 년을 수락하십시오.'LL 상담 및 원하는 금액을받습니다.신용 카드를 사용하는 경우 신용이 사용되지 않습니다.비 기전 내부에서 010 사람은 010으로 호출됩니다.금리 조건을 사용하고 사용하십시오.괜찮아.당신은 당신이해야 할 돈이 필요합니다.기금이 필요한 경우 기금이 필요합니다.가능한 한 많이.우선, 휴대 전화가 통신 회사의 이름으로 정확하다고 말하고 싶습니다.예, 예, 8605 예, 1814463 고객, 내 이름을 다시 확인하십시오.당신이 옳지 않습니다.하지만 난 그냥 전화 해.나는 지금 당장.다시 전화하세요.860521 예 1814463 예.지금.나는 그것을 인정할 수 없다.무엇입니까?우리는 이제 Gwangju 지점입니다.고객은 무엇입니까?"
25,"예, 그렇습니다. 우리는 SBI를 저장합니다.사업입니다.나는 직업이있다.나는 보험이 있습니다.당신은 1 살이고 2 살이고 대출 또는 저축 은행이 있습니다.재활 파산, 기록 된 신용 문제, 자기 자신, 집 없음.예, 신용이 없습니다.뭐하세요?예, 이름은 조금 특이합니다.나는 그것을 추천한다.당신은 그렇지 않습니다.지금 농담 전화.지금 필요한 전화를 받고 있습니다.SBI입니다.당신은 10 년 동안 일해 왔습니다.당신의 승인에 감사드립니다.전화 할게.몇 가지 질문을 도와 주지만 한동안 괜찮습니까?예, 당신은 지금 당신의 집에 있던 직원입니다.예, 당신의 급여는 3 천만입니다.나는 당신이 지금 얼마나 많은 고객이 필요로하는지 모르겠지만 약 2 천만 승리입니다.나는 지금 신용 카드가없고 당신은 그것을 사용하지 않습니다.먼저, 우리는 연락하여 10 분 이내에 연락 할 수 있습니다.생년월일은 무엇입니까?그런 다음 약 10 년 동안 식사를하고 있습니다.예, 확인해 주셔서 감사합니다.저는 Park Kyungs의 리더입니다 -나는 얼마 전에 나를 불렀습니다.예, 나는 당신에게 연락하여 결과를 도출했습니다.연체 역사에 변화가 없습니다.신원을 증명할 수있는 ID 카드가있는 경우 건강 보험을 꺼낼 것입니다.자격이 필요하고 이제 지불을 확인하려면이 문제가 필요하지만 이것이 전화로 할 수있는 전부입니다.예, 사진을 찍어 보내주세요.여기에 참여한 날을 기억합니다.10 년 전 2012 년은 11 년이었습니다.2011 년 12 월은 무엇입니까?신용 카드를 사용하지 않고 자동차를 소유하고 있습니다.나는 서울, 서울, 서울, 서울, 서울의 오래된 연설을 기억하지 못한다.멀티 패밀리 하우스입니까?。리셉션에 감사드립니다.예 예"
26,"안녕하세요, 당신은 고객입니다.몇 가지 질문을하고 안내하십시오.당신은 사무실 직원입니다.직장 이름을 물어봐도 될까요?。예, 당신은 당신의 이름에 사람이 없습니다.나도 몰라.먼저 최대 값을 늘릴 것입니다.당신은 가격에서 이자율로 이동합니다.모든 대출을받을 수 있습니다.상담을받을 수 있습니다.신용 카드가있는 경우 신용 카드가 없습니다.즉시 전용 플래너가 Nonghyup Finance에서 전화 할 것입니다.당신은 당신에게 간다.나는 내가 찾기 위해 전화 한 Nonghyup에 배정 된 대표입니다.당신의 이름은 무엇입니까?당신이 일하는 회사의 이름은 좋지 않습니다.지금은들을 수 없습니다.회사의 이름입니다.최고의 금속입니다.이것은 이제 회사입니다.거주지의 유일한 형태는 아파트 빌라 얼라이언스입니다.담보 또는 할부 지불과 같은 여성 개입니다.아니요.당신은 선택하고 있습니다.당신은 선택하고 있습니다.""나는 지금 그것을 사용하고 있지만 그것을 사용하지 않습니다. 조금 필요하다고 생각합니다. 가능하다고 생각합니다. 85 년 안에 태어났습니다. 몇 달 이었습니까? 연도. 나는 그것을 사용하지 않았거나 그것을 사용하지 않았지만 당신은 그것을 사용하지 않았다. 당신은 그것을 사용하지 않았다. 전화에서 전화를 걸면 전화를주십시오. 증명하십시오. 제한이 있을지 알려주세요. . 나는 당신에게 연락했지만 맞습니까? 나는 그것을 넣었습니다."
27,"안녕하세요 Kebi Kookmin Bank.그렇습니다. 제품 자체는 제한된 제품으로 등재되므로 최대 1 억 개를 신청할 수 있습니다.금리는 1.5에서 3 명의 전문가로 계산할 수 있습니다.지금 도와주세요, 지금 도와 드리겠습니다.나는 코코아 작업을 모른다.이것은 박 진현입니다.KBKOOKMINBANK 본부는 어디에 있습니까?Yeouido"
29,"당신은 그렇습니다.그래서 당신은 무엇입니까?당신은 당신을 말할 수 없습니다.오, 그것은 목소리 낚시하라 모입니다.아니, 당신의 목소리의 피싱, 당신이 한 일, 음성 낚시 은행은 전화를 걸어 전화를 걸어 전화로 대출을 받기 위해 전화합니다.무거워, 그게 사랑이야.죄송합니다.당신의 아기는 성관계입니다.맹세하지 마십시오.죄송합니다.버 거거 야 니 아 피싱 피싱 피싱 니 머 머 머 머 머 머 전화 출 받으 받으 고 것 냐 냐 냐 것 것 것 것 것 것 것 것 것 것 것 것 것 것 것 것 것 것 것 것 것 것 것 것 것 것 .성관계입니다. 저는 은행입니다."
30,"예, 롯데 수도입니다.좋은 일을하십시오.나는 그것이 독특한 제품이기 때문에 그것을 보지 못했습니다.당신은 얼마입니까?지금부터 10 년이 지났습니다.당신의 급여는 당신의 급여입니다.연간 SAL 급여는 3500입니다.카드를 사용하지 말고 신용 문제가 없습니다.당신은 당신과 이야기해야합니다.생활을위한 자금 지원이 필요합니다.3,500 만 명이 당신의 보험이 이길까요?예, 당신의 직장은 무엇입니까?앞 좌석이 며칠 전 며칠 전 며칠 전입니다.예, 7 월 27 일 7 월 27 일.현재 사용중인 휴대 전화 캐리어는 무엇입니까? SK YO SK YO SK Yo SK는 고객의 이름입니다.예, 두 번 더 물어볼 것입니다.예.네 감사합니다.안녕하세요, 이것은 Rot Capital Lotte Capital입니다.센터에 전화하여 인증을 진행하십시오.네 감사합니다."
31,"안녕하세요, 당신은 Kiwoom Savings Bank입니다.지난번에는 적은 제한이 있었지만 이번 달에 금리를 낮추었지만 저축 은행 자본의 낮은 이자율에 대한 대안은 없었습니다.모두.예, 저금리로 나오면 돈이 필요합니다.금리 5의 증거는 가장 큰 돈이 필요합니다.나는 늙었다.나는 몇 살입니다.당신은 6 개월 이상 일했습니다.이자율로 잘 일하고 있다면 한도가 좋고 이자율이 양호합니다.예, 10 분 전에 전화하겠습니다.예 예 예 예, Kim Pan -Customer, Kiom Saving Bank.올해 월급 계좌로 이달의 예금은 무엇입니까?신용 거래.예, 신용 카드를 사용합니다.발행 되었습니까?나는 그것을 만들지 않는다.고객 인증서가 있습니다.나는 가족 관계가 있습니다.나는 대출이있다.5 월 6 일이며 성적의 점수를 알고 있습니다.아니, 당신은 모릅니다.지금 사용하고 있다면 대출이 없습니다.나는 그것이 돈이라고 생각합니다.나는 그것을 넣을 것이고 결과가 한계 문의라면 한계 또는 이자율로 연락 드리겠습니다.당신은 무엇을 얻습니까?주소를 듣고있는 이유는 무엇입니까?나는 이것을 필요로하지 않지만 나는 당신에게 묻지 않습니다.나는 당신의 이름과 휴대폰 번호 만 알고 있습니다.지금 물어 보는 것이 불쾌했을지 모르지만 지금 필요했기 때문에 필요했습니다.회사에 지불 할 수있는 저축 은행은 무엇입니까?이제 우리는 강남입니다.우리 지점을 무엇을 방문합니까?무엇을 방문 하시겠습니까?따라서 강남 강남에 Dower Kewom Saving Bank에는 여러 곳이 있습니다.지금 대출입니다.고객은 지금 저에게 물어보고 나에게 묻습니다. 나는 그것을 받았고 우리 편에서 나왔습니다.비유.이온이 아닌 것입니다.그것은.당신이 지금 말하면, 나는 그것을받을 것입니다.그것은 동일하지만, 나는 내가 상담하고 계속하는 비 Yeeeon 매장의 일부에 있습니다.당신이 맞습니다.예, 맞습니다. 전기 이야기가있을 때 지금 전화하면 죄송합니다.지금은 의심의 여지가 없습니다.계속하지 않으면 비화 지점에 액세스 할 수 있습니다."
32,"그래, 당신은 김통 -John입니다.추가 자금이나 추가 자금이 필요하지 않습니다.추가 자금이 필요합니다.지금 얼마나 필요합니까?얼마입니까?너.신용에 문제가 있습니까?아니요, 그렇지 않습니다.신용 카드가 없습니다.신용 카드가 없습니다.키로스가 너무 많으면 킬로미터가 너무 많으면 전화하십시오.자동차 번호가있는 이유는 무엇입니까?자동차 번호가 필요한 이유는 무엇입니까?나는 자동차 대출이있다.신용으로 새로운 것을 얻을 수 없습니다.필요하기 때문에 말할 수 있습니다.그래서 필요합니다.가능한지 확인합니다"
33,"안녕하세요, 이것은 이번 달 JT Shinae Savings Bank입니다. 저는 회사의 사업 상한을 벗어 났기 때문에 연락을 취했습니다.이것은 85 세입니다.당신은 작업.나는 직업이다.당신은 고객을 책임지고 있습니다.이것은 사무실의 사무실입니다.17 재활이나 파산이 없습니다.연체 이력이 없습니다.저는 집을 가지고 있습니다.예, 고객은 마지막입니다.나는 내 정체성을 확인했다.나는 카운슬러 인 Lee Jee입니다.나는 kwon yong -pil입니다.JT의 우정 저축 은행은 먼저 문자 메시지를 보낼 것입니다.내가 연락을 드릴 것입니다.이제 모든 고객에게 물어보십시오.당신이 그것을 좋아한다면, 우리 편을 사용하십시오.당신은 여기 있습니다.재활 회복과 같은 것은 없습니다.나는 당신이 지금 대출이 없다고 말했습니다.당신은 그것을 사용하고 싶지 않습니다.나는 그것을 쓰고 싶지 않습니다.천만 원이 필요합니다.3 천만 원입니다.10 %미만.몸과 함께 갈 수는 있지만 괜찮지 만 괜찮습니다.지금 가능합니까?"
