,txt
11,"당신은 여기 있습니까?문제는 무엇입니까?나는 지금 Nongyup Bank의 미래에 있습니다. 무슨 일이 일어나고 있습니까?나는 그것을 만들지 않았지만 나는 그것을 말할 수 없었다.당신은 무엇을 하시겠습니까?그것은 또한 최고의 검찰청이라고도합니다.즉시 수정하지 마십시오.나는 그것을 다시 먹을 것입니다.다시 먹어주세요.예, 실업자입니다.예, 나는 당신의 아버지가 아닙니다.이것은 내 아버지의 범인입니다.나는 지금 범인을 키우고있다.왜 당신의 아버지의 양육권?"
13,"서울 대도시 경찰 기관의 사이버 설문 조사 팀입니다.지난 주에 내가 찾는 이유는 우리가 서울 매트의 금융 회사이기 때문입니다.추위이고 당신은 관심이 있습니다.예, 우리는이 압력에서 발견되었습니다.발견되었습니다.은행 계좌입니다.대포 계정입니다.저의 은행 계좌, 저는 은행 계좌, Nongyup National Council, Hana Bank입니다.나는 그렇게한다.나는 앞서 언급했다.교사의 거주 등록 카드가 있습니다.그는 당신을 인도 할 것입니다.아니, 지금 주문하고 있어요., 파견 주문 또는 소환이므로 전화로 보내야합니다.현지 경찰관입니다.사이버 설문 조사 팀입니다.오, 나는 수사관을 담당하고 있습니다.나는 경사입니다.무엇에 관심 있습니까?귀하의 전화 번호는 여러 전화 번호입니다.얼마나 많은 사람들이 있는지 확인해야합니다."
14,"예.예.네, 맞아요.예,하지만 왜 나를 그렇게 느리게 만들까요? 지금 어디서하고 있습니까?어디서 말했어?검찰의 사무실입니다.그것은 중요하지 않습니다. 중요하지 않으며, 나는 그것을 저에게 보내겠습니다."
15,"Hello Pepper Saving Bank 이것은 Pepper Savings Bank입니다.당신은 이제 높은 이자율을 가지고 있습니다.예, 당신은 당신이 지금하고있는 일을하고있는 사업가 인 직원입니다.단기 연체 기록은 없습니다.m을받습니다.Phil Dae -Hwan이 승무원에게 추가 되었기 때문에 조금 필요합니다.예, 좋은 고객을 확인하십시오.최근에 귀하의 문의에 대해 알아 보려고 노력하고 있습니다.정확한 부채 기록을 읽으십시오.교체 목적보다 더 많은 자금이 있습니다.고객 서비스 대행사는 어디에 있습니까?예 Uplus는 LG의 저렴한 전화 통화가 아닙니다.팀 리더.저는 팀 리더입니다.당신은 팀의 수장입니다.CEO와 Karma를 구별 할 때, 나는 담당자의 이름을 구별합니다.나는 당신이 그것을 알고 있지만 당신의 전화 번호의 이름을 알고 있습니다.예를 들어, 여기에 한 곳이 있는지 여부는 중요하지 않지만 여러 곳이 있습니다.집이 있다면 집은 이제 헌장입니다.우선 순위가 있다면 기본적으로 약간의 질문을하십시오.나는 그것을 시도하지 않았다.나는 당신에게 말했다.나는 지난번에하지 않았다.1985 년 2 월 1 일, 2 월 1 일입니다.7 자리는 어떻게 있습니까?예, 우리는 당신을 보내고 있습니다.정확한 생일입니다.후추 저축 은행입니다.국수에 7 석이 있습니까?1985 년 2 월 1 일입니까?"
16,"안녕하세요, 그렇습니다. 그게 Hana의 금리입니다.Kim Jongman이 옳습니다.추가 돈이 필요합니다.지금은 많은 돈이 필요합니다.추가 자금이 필요합니다.나는 그것이 직업이 될 것이라고 생각합니다.사무실 직원.4,000 이었지만 지금은 있습니다.네 지금 요.예, 저는 18 살입니다.자본 저축 은행에 사용됩니다.캐시 서비스를 사용하십시오.카드가 없습니다.그런 다음 수표가 있습니다.예, 안녕하세요, Lee John -Customer.예, 나는 Hana 재무 책임자에게 배정되어 연락을 받았습니다.5 월 6 일 휴대 전화 캐리어는 무엇입니까?그것을 사용하는 것이 아닙니다.나는 그것을 사용하지 않습니다.나는 그것을 사용하지 않거나 재활 파산이나 연체가 있습니다.그 사람은 무엇입니까?직장의 이름은 무엇입니까?그는 주택 형식의 ​​형식은 아파트이며 소유권은 자체적으로 평가되었다고 말했다.자산이있는 경우 더 많은 금리와 제한을 계산할 수 있습니다.당신은 조금 정확할 수 있습니다.예, 괜찮습니다.나는 당신이 지금 4000이 필요하다고 말했습니다.그런 다음 약 4 천만이 필요합니다.네 네 네 네.이자율은 10.6 %입니다.팩스를 보내주세요.문자 나 전화를 보내주세요."
17,"꿀.따라서 몇 가지 필요가 있다면 잠시 동안 필요합니다.그 시점에서 그것은 약 5000입니다.예, 한동안 말할 수 있습니다.어쨌든 우리는 대출을해야하기 때문에 문서를 작성해야합니다.그래서 지금 나는 당신에게 미리 묻습니다.나는 지금 처음입니다, 그것은 당신의 첫 번째입니다. 그것은 나를 자동차 번호라고 부르는 첫 번째입니다.그게 다야, 대출을받는 것은 쉽지 않습니다.말하고 싶지 않다면 지금 당장 말할 필요가 없습니다.예, 예, 예, 월 소득이있는 시간을 말해 주어야합니까?350입니까?당신은 18 년 동안 일해 왔습니다.은행 계좌로 급여를 받습니까?이전이 아닙니다.나는 그것을 조금하지 않는다.죄송합니다.잠시 죄송합니다.이것은 지금 고객과 상담 할 때입니다.당신이 지금 차를 물을 때 기분이 좋지 않으면 죄송합니다.나는 그것이 처음인지 모르겠다.나는 가이드를 줄 것이다.그것은 큰 문제가 아닙니다.지금 당장 건강 보험료를 주지만 세 개만 원합니다.내가 당신을 안내하겠습니다, 당신은 그것을 보낼 수 있습니까?고객에게 전화를 보내주십시오."
18,"안녕하세요 SBI 저축 은행.계획중인 경우 문의에 의해 감소 ​​할 최소 이자율을 계획하는 경우 먼저 조건을 들어보십시오.이것은 지금이며, 급여는 어느 정도까지 설정됩니다.3800입니다.직원의 우선 순위는 계산할 수 없습니다.내가 연락을 드릴 것입니다.SBI 저축 은행은 어디에서 말했습니까?이겼다.네, 맞습니다.자금에는 얼마가 필요합니까?얼마나 필요합니까?얼마입니까?현재 2000 년경이라면 급여에 비해 100 %를 넘지 않습니다.나는 그렇게 할 수 있다고 생각하지만 약 2 천만 원이 필요했고 현재 신용 카드를 사용하고있었습니다.무급은 없습니다.나는 당신이 더 나올 것이라고 생각합니다.간단한 소득 사료.나는 그것을 문자 메시지로 남겨 둡니다.언제 뻣뻣 할 수 있습니까?시간을 주어야 할 때.나는 당신을 떠날 것입니다."
19,"안녕하세요, 저는 Kim Jo -Hyun, Kim Ji -Hyun 부국장 및 John의 상담을 도왔습니다.나는 아직도 그렇게하고있다.프로모션 기간이기 때문에 나는 당신과 연락을 취하고 있습니다.축적.생년월일은 어떻습니까?예, 2 월 27 일과 1985 년.예, 휴대폰의 이름은 2 월 27 일과 1985 년 2 월 27 일과 1985 년입니다.이전 전쟁은 시간이 아니며 지금 확인할 수 없습니다.나는 중소 규모의 비즈니스 대출이나 사업주가 많지 않지만 비즈니스는 아닙니다.나는 지금 사업을 시작하고 있습니다.예, 일하러갑니다.회사입니다.그것은 제조 산업입니다.그것은 제조 산업이었고 당신이 일한 기간이었습니다.18 년.월 평균 월급은 특정 달을 취득했습니다.적은 없습니다.나는 카드를 사용합니다.신용 카드를 사용하지 않았습니다.나는 그렇게하지 않았다고 말했다.이 모델은 이제 Avanteno 이후 몇 년이 지났으므로 카드가 없으므로 카드 대출 현금 서비스가 없습니다.그 후, 나는 연기되지 않았다.제한과 금리를 계산하자마자 연락 드리겠습니다.현재 한도는 최대 4500입니다.이자율은 약 8.9 %입니다.당신은 갈 것이라고 말했습니다.그런 다음 신분증 사진과 신분증을 교과서로 넣을 수 있습니다.예, 당신은 일할 것입니다.건강 보험 회사에 전화하면 쉽게 보낼 수 있으므로 문서 양식을 보내드립니다."
21,"안녕하세요, 당신은 고객 비고이 업 금융입니다.당신은 그것을 살 수 있습니다.예, 당신의 월급은 얼마입니까?고객 연도 SAL은 4000입니다.4000은 4000입니다.대출이 있습니까?대출 대출 대출.대출이 없습니다.아니요, 그렇습니다.지금 얼마나 필요합니까?얼마나 걸립니까?문제가없고, 연체가 없거나, 그런 것이 없습니다.그것을 사용하십시오.오랜만이야.예, 당신은 13 년 동안 일해 왔습니다.예, 예, 잠시 동안.나는 소녀에게 왔지만 현재 대출은 없습니다.예, 당신은 당신의 신용에 문제가있을 수 있습니다.개인 재활 및 신용 회복과 같은 것이 있습니다.현재의.대출 외에는 아무것도 없습니다.신용에는 아무런 문제가 없습니다.예, 신용 카드를 사용합니다.신용 카드가 없습니다.최대 한도를 살펴보면 한도는 3200이며 다음 부분이 결합되며 기간이 계획됩니다.이 작업을 수행하고 있다면 회사 또는 개인입니다.회사와 회사입니다.한도를 먼저 알 수 있습니까?나는 지금 결혼했다.넌 결혼하지 않았다.내가 결혼하고 있지 않다.내가 결혼하고 있지 않다.가족이 있다면 더 유리합니다.가족.왜 그런가요?이것을 물어 보는 것이 잘못된 이유는 무엇입니까?아니, 난 그냥 나에게 묻는다.그래서 저는 금융 이력 심사 부서에서 결혼하거나 미혼입니다.진행되지 않습니다."
22,"예, 저는 Kim Jongman의 고객입니다.다른 조건이 없기 때문에 다른 조건은 없습니다.다른 조건이 없기 때문에 다른 조건은 없습니다.그 당시 저는 15 년 동안 15 년 동안 일했습니다.예, 예, 85 -Year -ELD Kim Jongman이 맞습니다.대부는 없습니다.낮은 카운슬러 Jung Mi -Sun이었습니다.결석하지 마십시오.나는 당신에게 연락했습니다.""좋아요. 당신은 그것을 보거나 생계로 필요로합니다. 당신은 하나님이 무엇인지 물어볼 수 있습니까, 나는 살아있는 기금과 살아있는 기금을 요청할 수 있습니다. 그렇습니다. 그렇습니다.이 회사는 기업 회사입니다. 그렇습니다. 당신은 기업 회사입니다. 당신은 15 년 동안 일해 왔습니다. 약 4000 개의 급여 또는 4200 명이거나 급여는 3700 명이지만, 실수는 연간 약 4,200 만 명입니다. 예, 회사의 이름으로옵니다. 신용 카드를 사용합니다. 나는 그것을 사용하지 않았다고 말했다. 실제 보험과 마찬가지로, 그것은 대출이다. 왜 당신은 그것을합니까? 매달이 보험이 필요합니까? 안정적인 지불이 있다면 나오는 제품이 있다면, 제품이 있습니다. 나오지 않습니다. 아무것도없고, 보험으로 할 수있는 제품이 있습니다. 어쩌면 미리 알려주세요. 당신은 당신에게 말할 필요가 없습니다. 예, 자신의 주택 기술은 어떻게됩니까? 예, 자기 - 자기 - 빌라 오물이 닥쳤을 때 존경 하는가? 어떻게됩니까? 왜 차량 번호를 요구합니까? 자동차가 있다면, 당신의 재산, 당신의 재산은 당신의 재산이지만, 나는 당신에게 묻습니다. 더 가까운 고객입니다. 요구, 그것은입니다. 말하기는 어렵지만 고객을위한 대출이 있습니다."
23,"회원의 날은 주가 정보를 신청 한 블로거 경제입니다.예, 차이가 없습니다.다른 점이 없다.오늘은 보통 조금 팔지만 두 가지 권장 사항 만 있습니다.나는 나를 팔아서 끝까지 먹을 수 없었지만 끝까지 먹을 수 없었지만 장점에 합류하여 14 %로 나왔습니다.외출과 이익은 매우 좋습니다."
24,"예, 저는 비 배정 금융입니다.당신은 사무실 직원입니다.사무실에 얼마나 오래 있었습니까?저는 12 살입니다.저는 12 살입니다.오랜 시간이 지났습니다.예, 저는 Seo Mi -Kyung 대표입니다.아니요, 대출이 없습니다.고객의 이름으로 사람이 있습니까?최대 2000 년을 수락하십시오.'LL 상담 및 원하는 금액을받습니다.신용 카드를 사용하는 경우 신용이 사용되지 않습니다.비 기전 내부에서 010 사람은 010으로 호출됩니다.금리 조건을 사용하고 사용하십시오.괜찮아.당신은 당신이해야 할 돈이 필요합니다.기금이 필요한 경우 기금이 필요합니다.가능한 한 많이.우선, 휴대 전화가 통신 회사의 이름으로 정확하다고 말하고 싶습니다.예, 예, 8605 예, 1814463 고객, 내 이름을 다시 확인하십시오.당신이 옳지 않습니다.하지만 난 그냥 전화 해.나는 지금 당장.다시 전화하세요.860521 예 1814463 예.지금.나는 그것을 인정할 수 없다.무엇입니까?우리는 이제 Gwangju 지점입니다.고객은 무엇입니까?"
25,"예, 그렇습니다. 우리는 SBI를 저장합니다.사업입니다.나는 직업이있다.나는 보험이 있습니다.당신은 1 살이고 2 살이고 대출 또는 저축 은행이 있습니다.재활 파산, 기록 된 신용 문제, 자기 자신, 집 없음.예, 신용이 없습니다.뭐하세요?예, 이름은 조금 특이합니다.나는 그것을 추천한다.당신은 그렇지 않습니다.지금 농담 전화.지금 필요한 전화를 받고 있습니다.SBI입니다.당신은 10 년 동안 일해 왔습니다.당신의 승인에 감사드립니다.전화 할게.몇 가지 질문을 도와 주지만 한동안 괜찮습니까?예, 당신은 지금 당신의 집에 있던 직원입니다.예, 당신의 급여는 3 천만입니다.나는 당신이 지금 얼마나 많은 고객이 필요로하는지 모르겠지만 약 2 천만 승리입니다.나는 지금 신용 카드가없고 당신은 그것을 사용하지 않습니다.먼저, 우리는 연락하여 10 분 이내에 연락 할 수 있습니다.생년월일은 무엇입니까?그런 다음 약 10 년 동안 식사를하고 있습니다.예, 확인해 주셔서 감사합니다.저는 Park Kyungs의 리더입니다 -나는 얼마 전에 나를 불렀습니다.예, 나는 당신에게 연락하여 결과를 도출했습니다.연체 역사에 변화가 없습니다.신원을 증명할 수있는 ID 카드가있는 경우 건강 보험을 꺼낼 것입니다.자격이 필요하고 이제 지불을 확인하려면이 문제가 필요하지만 이것이 전화로 할 수있는 전부입니다.예, 사진을 찍어 보내주세요.여기에 참여한 날을 기억합니다.10 년 전 2012 년은 11 년이었습니다.2011 년 12 월은 무엇입니까?신용 카드를 사용하지 않고 자동차를 소유하고 있습니다.나는 서울, 서울, 서울, 서울, 서울의 오래된 연설을 기억하지 못한다.멀티 패밀리 하우스입니까?。리셉션에 감사드립니다.예 예"
26,"안녕하세요, 당신은 고객입니다.몇 가지 질문을하고 안내하십시오.당신은 사무실 직원입니다.직장 이름을 물어봐도 될까요?。예, 당신은 당신의 이름에 사람이 없습니다.나도 몰라.먼저 최대 값을 늘릴 것입니다.당신은 가격에서 이자율로 이동합니다.모든 대출을받을 수 있습니다.상담을받을 수 있습니다.신용 카드가있는 경우 신용 카드가 없습니다.즉시 전용 플래너가 Nonghyup Finance에서 전화 할 것입니다.당신은 당신에게 간다.나는 내가 찾기 위해 전화 한 Nonghyup에 배정 된 대표입니다.당신의 이름은 무엇입니까?당신이 일하는 회사의 이름은 좋지 않습니다.지금은들을 수 없습니다.회사의 이름입니다.최고의 금속입니다.이것은 이제 회사입니다.거주지의 유일한 형태는 아파트 빌라 얼라이언스입니다.담보 또는 할부 지불과 같은 여성 개입니다.아니요.당신은 선택하고 있습니다.당신은 선택하고 있습니다.""나는 지금 그것을 사용하고 있지만 그것을 사용하지 않습니다. 조금 필요하다고 생각합니다. 가능하다고 생각합니다. 85 년 안에 태어났습니다. 몇 달 이었습니까? 연도. 나는 그것을 사용하지 않았거나 그것을 사용하지 않았지만 당신은 그것을 사용하지 않았다. 당신은 그것을 사용하지 않았다. 전화에서 전화를 걸면 전화를주십시오. 증명하십시오. 제한이 있을지 알려주세요. . 나는 당신에게 연락했지만 맞습니까? 나는 그것을 넣었습니다."
